order_id,order_date,customer_name,region,city,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,payment_mode,month,year,is_trending
11513,2024-12-01,Krish Chada,South,Chennai,Sports,Yoga Mat,Yoga Mat Ipsam,2,21036,15,35761.2,4486.39,Debit Card,12,2024,0
11514,2025-08-15,Tejas Gupta,South,Thiruvananthapuram,Beauty,Lipstick,Lipstick Deleniti,1,8435,0,8435.0,1710.32,Credit Card,8,2025,0
11515,2024-12-15,Taran Lad,South,Thiruvananthapuram,Furniture,Bed,Bed Labore,1,59069,20,47255.2,10613.84,Debit Card,12,2024,0
11516,2024-11-02,Miraya Hans,North,Chandigarh,Groceries,Spices,Spices Cumque,4,72844,10,262238.4,28564.38,Net Banking,11,2024,1
11517,2024-01-18,Kavya Sastry,South,Coimbatore,Books,Textbook,Textbook Quia,4,56495,20,180784.0,10461.66,Net Banking,1,2024,1
11518,2024-09-18,Kabir Sandal,North,Lucknow,Beauty,Foundation,Foundation Libero,2,58411,10,105139.8,7280.73,COD,9,2024,0
11519,2025-01-31,Anahi Ram,East,Bhubaneswar,Toys,Puzzle,Puzzle Perspiciatis,1,74254,15,63115.9,14966.43,Credit Card,1,2025,0
11520,2024-08-17,Madhup Tiwari,South,Thiruvananthapuram,Groceries,Oil,Oil Tempora,2,27743,5,52711.7,8356.02,Debit Card,8,2024,0
11521,2024-10-20,Samar Sachdeva,South,Hyderabad,Electronics,Smartwatch,Smartwatch Ipsa,1,78463,15,66693.55,13965.93,UPI,10,2024,0
11522,2025-04-10,Damini Sekhon,West,Surat,Clothing,Women's Wear,Women's Wear Nulla,3,70431,15,179599.05,11601.92,Net Banking,4,2025,0
11523,2024-02-01,Manikya Kannan,South,Coimbatore,Groceries,Spices,Spices Eveniet,1,48348,15,41095.8,6503.35,UPI,2,2024,0
11524,2025-10-03,Pranay Saraf,West,Mumbai,Beauty,Foundation,Foundation Veritatis,5,18837,15,80057.25,13932.28,Net Banking,10,2025,1
11525,2024-07-31,Anika Bansal,West,Goa,Sports,Yoga Mat,Yoga Mat Enim,3,11450,0,34350.0,2832.81,UPI,7,2024,0
11526,2024-01-05,Yakshit Dara,North,Delhi,Kitchen,Cookware Set,Cookware Set Possimus,2,77558,20,124092.8,11165.53,Debit Card,1,2024,0
11527,2025-07-01,Gatik Savant,West,Surat,Furniture,Cabinet,Cabinet Quasi,2,13108,20,20972.8,2193.88,Net Banking,7,2025,0
11528,2025-08-27,Aarav Bail,West,Pune,Electronics,Mobile,Mobile Dolores,3,57883,15,147601.65,12103.79,Net Banking,8,2025,0
11529,2025-07-10,Hunar Mani,East,Guwahati,Clothing,Women's Wear,Women's Wear Ratione,3,42725,10,115357.5,13828.58,Credit Card,7,2025,0
11530,2024-04-14,Heer Raj,West,Goa,Beauty,Perfume,Perfume Error,3,55957,0,167871.0,10701.22,Credit Card,4,2024,0
11531,2025-05-24,Baiju Bhakta,East,Guwahati,Sports,Tennis Racket,Tennis Racket Perferendis,4,56766,15,193004.4,46227.53,Net Banking,5,2025,1
11532,2025-05-29,Vanya Shan,North,Chandigarh,Clothing,Accessories,Accessories Deserunt,2,74359,10,133846.2,22113.85,Credit Card,5,2025,0
11533,2025-09-02,Yuvraj  Bhavsar,South,Bangalore,Electronics,Mobile,Mobile Architecto,2,16331,5,31028.9,5368.05,Credit Card,9,2025,0
11534,2023-10-04,Advik Sarraf,West,Surat,Furniture,Bed,Bed Sapiente,5,44511,20,178044.0,41209.73,COD,10,2023,1
11535,2023-10-08,Pari Kalita,North,Jaipur,Furniture,Chair,Chair Dicta,4,42955,5,163229.0,26318.32,UPI,10,2023,1
11536,2024-03-17,Anahi Dixit,West,Surat,Groceries,Wheat,Wheat Nulla,5,58177,0,290885.0,63620.24,Debit Card,3,2024,1
11537,2025-09-04,Piya Kakar,South,Thiruvananthapuram,Toys,Action Figure,Action Figure Est,4,54053,5,205401.4,21438.76,UPI,9,2025,1
11538,2025-07-01,Taimur Talwar,North,Delhi,Electronics,Headphones,Headphones Incidunt,5,29477,0,147385.0,21636.95,Net Banking,7,2025,1
11539,2024-06-12,Jayant Sood,South,Bangalore,Electronics,Mobile,Mobile Quidem,4,56039,5,212948.2,52225.34,COD,6,2024,1
11540,2025-01-20,Kiara Garde,South,Hyderabad,Sports,Football,Football Corporis,1,65150,5,61892.5,4292.81,Net Banking,1,2025,0
11541,2024-07-17,Romil Sani,West,Goa,Kitchen,Refrigerator,Refrigerator Molestias,3,54345,0,163035.0,34456.66,Debit Card,7,2024,0
11542,2025-05-16,Alisha Sarma,South,Bangalore,Sports,Football,Football Magni,4,45467,5,172774.6,20563.95,Credit Card,5,2025,1
11543,2024-04-14,Saanvi Seth,North,Jaipur,Toys,Board Game,Board Game Alias,3,53536,20,128486.4,31527.42,Credit Card,4,2024,0
11544,2025-03-08,Veer Luthra,North,Jaipur,Books,Textbook,Textbook Non,3,56465,15,143985.75,21968.41,COD,3,2025,0
11545,2025-09-13,Jivin Chandran,North,Jaipur,Books,Biography,Biography Officia,2,68644,10,123559.2,13468.47,Credit Card,9,2025,0
11546,2025-05-31,Siya Desai,South,Hyderabad,Furniture,Table,Table Molestiae,4,63192,20,202214.4,15630.52,Debit Card,5,2025,1
11547,2025-08-16,Kabir Ramaswamy,West,Goa,Groceries,Rice,Rice Corporis,3,57535,0,172605.0,42852.79,Credit Card,8,2025,0
11548,2025-06-13,Priyansh Singhal,East,Patna,Kitchen,Cookware Set,Cookware Set Asperiores,1,4957,15,4213.45,662.55,Net Banking,6,2025,0
11549,2025-06-28,Zaina Dave,West,Mumbai,Electronics,Headphones,Headphones Accusantium,3,68401,10,184682.7,30435.71,Debit Card,6,2025,0
11550,2025-04-18,Samarth Khare,North,Delhi,Books,Comics,Comics Eos,5,30383,0,151915.0,35359.41,Net Banking,4,2025,1
11551,2024-07-17,Nehmat Tiwari,East,Kolkata,Books,Textbook,Textbook Blanditiis,1,75876,0,75876.0,8554.23,Debit Card,7,2024,0
11552,2025-02-13,Advika Sidhu,North,Delhi,Home Decor,Vase,Vase Quisquam,4,78123,5,296867.4,35529.65,Credit Card,2,2025,1
11553,2024-05-06,Charvi Rama,West,Goa,Clothing,Men's Wear,Men's Wear Quisquam,3,66674,15,170018.7,37822.81,Net Banking,5,2024,0
11554,2024-03-19,Lagan Sidhu,North,Amritsar,Kitchen,Cookware Set,Cookware Set Optio,1,53914,10,48522.6,3280.08,Debit Card,3,2024,0
11555,2024-02-05,Nehmat Batra,South,Thiruvananthapuram,Toys,Board Game,Board Game A,5,42355,0,211775.0,41918.73,Debit Card,2,2024,1
11556,2025-01-08,Zaina Agarwal,West,Ahmedabad,Books,Biography,Biography Similique,2,14604,20,23366.4,3269.92,Credit Card,1,2025,0
11557,2024-12-18,Devansh Kakar,East,Bhubaneswar,Books,Comics,Comics Iste,2,56144,15,95444.8,12913.43,Net Banking,12,2024,0
11558,2024-03-26,Lakshay Kurian,North,Jaipur,Electronics,Mobile,Mobile Maxime,4,69488,0,277952.0,62478.5,Net Banking,3,2024,1
11559,2024-08-03,Arhaan Loyal,North,Jaipur,Groceries,Wheat,Wheat Provident,1,54783,15,46565.55,3984.69,Debit Card,8,2024,0
11560,2023-11-15,Miraya Gera,North,Jaipur,Electronics,Headphones,Headphones Explicabo,4,31813,15,108164.2,26474.26,Net Banking,11,2023,1
11561,2024-06-28,Trisha Dewan,West,Pune,Home Decor,Lamp,Lamp Exercitationem,3,22087,0,66261.0,14117.39,Debit Card,6,2024,0
11562,2025-04-25,Taran Sahni,North,Lucknow,Sports,Football,Football Natus,5,42219,15,179430.75,14017.16,UPI,4,2025,1
11563,2025-02-03,Samiha Yadav,East,Guwahati,Home Decor,Lamp,Lamp Placeat,1,67580,20,54064.0,4728.27,Net Banking,2,2025,0
11564,2024-03-22,Tara Sanghvi,West,Surat,Beauty,Lipstick,Lipstick Quos,2,36046,20,57673.6,9875.64,COD,3,2024,0
11565,2024-12-24,Ishaan Dhaliwal,South,Coimbatore,Sports,Tennis Racket,Tennis Racket Corrupti,3,45233,10,122129.1,13140.77,Net Banking,12,2024,0
11566,2024-03-31,Yashvi Dewan,North,Amritsar,Beauty,Foundation,Foundation Dolorem,5,8191,5,38907.25,9434.86,UPI,3,2024,1
11567,2024-12-12,Purab Kari,South,Thiruvananthapuram,Home Decor,Wall Art,Wall Art Ipsum,2,51678,20,82684.8,10796.75,Debit Card,12,2024,0
11568,2023-10-27,Adira Chander,East,Guwahati,Furniture,Table,Table Similique,4,15799,10,56876.4,11137.0,COD,10,2023,1
11569,2023-12-01,Anika Lala,South,Coimbatore,Beauty,Perfume,Perfume Sequi,3,42318,20,101563.2,23837.43,Debit Card,12,2023,0
11570,2023-12-01,Tara Sagar,West,Ahmedabad,Sports,Cricket Bat,Cricket Bat Aliquid,5,39187,20,156748.0,36611.86,Net Banking,12,2023,1
11571,2025-06-13,Lakshit Salvi,North,Delhi,Sports,Dumbbells,Dumbbells Facere,3,72783,10,196514.1,25235.58,UPI,6,2025,0
11572,2024-05-05,Indrans Reddy,North,Lucknow,Furniture,Table,Table Voluptas,1,62101,15,52785.85,7000.08,UPI,5,2024,0
11573,2024-07-25,Riaan Choudhry,East,Ranchi,Toys,Action Figure,Action Figure Pariatur,2,10088,15,17149.6,1071.1,COD,7,2024,0
11574,2025-03-21,Anay Sangha,North,Lucknow,Sports,Football,Football A,4,79712,0,318848.0,36875.17,Debit Card,3,2025,1
11575,2025-07-09,Inaaya  Zachariah,West,Goa,Home Decor,Lamp,Lamp Fugit,5,46998,20,187992.0,39194.44,UPI,7,2025,1
11576,2024-10-20,Navya Sampath,North,Jaipur,Sports,Yoga Mat,Yoga Mat Facilis,4,74530,5,283214.0,66074.46,Net Banking,10,2024,1
11577,2025-08-18,Uthkarsh Khosla,South,Thiruvananthapuram,Home Decor,Cushion,Cushion Explicabo,2,3891,0,7782.0,1097.42,Credit Card,8,2025,0
11578,2024-02-05,Dhanuk Shukla,East,Guwahati,Home Decor,Vase,Vase Dignissimos,5,42882,0,214410.0,51786.03,COD,2,2024,1
11579,2025-05-12,Miraya Raju,West,Goa,Books,Fiction,Fiction Aperiam,5,37420,0,187100.0,33417.76,UPI,5,2025,1
11580,2025-03-24,Arnav Karpe,North,Amritsar,Clothing,Accessories,Accessories Ratione,3,41464,20,99513.6,18526.87,UPI,3,2025,0
11581,2025-06-04,Azad Viswanathan,North,Delhi,Electronics,Headphones,Headphones Aliquid,2,7577,0,15154.0,2025.72,UPI,6,2025,0
11582,2023-10-10,Lavanya Sabharwal,North,Amritsar,Groceries,Spices,Spices Quidem,4,24513,20,78441.6,11584.72,COD,10,2023,1
11583,2024-07-31,Priyansh Sidhu,West,Goa,Groceries,Oil,Oil Id,5,46871,0,234355.0,12869.71,Net Banking,7,2024,1
11584,2024-03-02,Bhamini Subramaniam,East,Patna,Sports,Yoga Mat,Yoga Mat Velit,2,44818,15,76190.6,7521.02,COD,3,2024,0
11585,2024-12-28,Indrajit Grewal,South,Thiruvananthapuram,Groceries,Spices,Spices Iste,3,22804,0,68412.0,12355.64,Debit Card,12,2024,0
11586,2023-10-16,Nakul Krishnan,West,Ahmedabad,Groceries,Wheat,Wheat Nam,4,2456,10,8841.6,1589.25,Net Banking,10,2023,1
11587,2025-08-07,Taran Dhingra,North,Jaipur,Books,Comics,Comics Excepturi,3,61404,10,165790.8,23145.79,UPI,8,2025,0
11588,2024-08-11,Shlok Bhatia,South,Chennai,Books,Biography,Biography Consequatur,2,6809,0,13618.0,1033.23,Debit Card,8,2024,0
11589,2025-07-18,Umang Kapadia,East,Kolkata,Books,Fiction,Fiction Quod,5,64990,0,324950.0,37182.7,Debit Card,7,2025,1
11590,2025-09-15,Purab Sarraf,South,Hyderabad,Sports,Football,Football Similique,1,51441,20,41152.8,6785.95,COD,9,2025,0
11591,2024-09-23,Kanav Hayer,North,Amritsar,Kitchen,Mixer Grinder,Mixer Grinder Quisquam,2,67850,20,108560.0,21692.52,UPI,9,2024,0
11592,2024-10-19,Samaira Jain,North,Chandigarh,Home Decor,Lamp,Lamp Nostrum,4,53753,20,172009.6,18485.85,COD,10,2024,1
11593,2024-08-16,Mehul Johal,South,Hyderabad,Toys,Board Game,Board Game Rem,2,35273,10,63491.4,11506.5,Debit Card,8,2024,0
11594,2025-08-24,Chirag Sarma,East,Guwahati,Beauty,Foundation,Foundation Ullam,1,77782,0,77782.0,7989.3,Net Banking,8,2025,0
11595,2025-05-21,Himmat Ramanathan,South,Chennai,Home Decor,Cushion,Cushion Ad,4,5300,20,16960.0,2057.37,COD,5,2025,1
11596,2025-08-09,Aarav Sami,West,Surat,Home Decor,Lamp,Lamp Voluptatibus,3,61760,0,185280.0,10418.76,Debit Card,8,2025,0
11597,2025-06-10,Dhanush Talwar,East,Bhubaneswar,Books,Biography,Biography Odit,3,5715,20,13716.0,2129.1,Credit Card,6,2025,0
11598,2024-12-19,Jiya Sem,South,Bangalore,Kitchen,Cookware Set,Cookware Set Facere,3,68753,5,195946.05,40263.16,COD,12,2024,0
11599,2025-05-11,Divyansh Chowdhury,West,Surat,Electronics,Headphones,Headphones Illo,4,19750,15,67150.0,8067.9,Credit Card,5,2025,1
11600,2024-04-11,Mishti Sha,East,Ranchi,Books,Biography,Biography Facere,1,13191,15,11212.35,1889.64,COD,4,2024,0
11601,2025-04-11,Saksham Chandra,East,Bhubaneswar,Electronics,Mobile,Mobile Libero,4,33682,0,134728.0,11246.41,Net Banking,4,2025,1
11602,2023-10-05,Ishita Bala,North,Delhi,Beauty,Foundation,Foundation Dignissimos,4,56760,15,192984.0,23985.65,Credit Card,10,2023,1
11603,2024-02-08,Veer Dara,West,Mumbai,Groceries,Rice,Rice Adipisci,1,38881,0,38881.0,4094.1,UPI,2,2024,0
11604,2024-02-19,Rohan Lad,South,Chennai,Groceries,Sugar,Sugar Dicta,1,60906,5,57860.7,9905.9,Debit Card,2,2024,0
11605,2024-07-01,Shlok Singhal,North,Delhi,Groceries,Rice,Rice Exercitationem,4,32310,15,109854.0,11445.83,UPI,7,2024,1
11606,2024-02-22,Kiaan Saini,East,Guwahati,Furniture,Sofa,Sofa Nobis,5,39963,5,189824.25,20130.56,Debit Card,2,2024,1
11607,2024-10-27,Kanav Kale,North,Jaipur,Furniture,Chair,Chair Voluptatum,4,12256,0,49024.0,4940.52,UPI,10,2024,1
11608,2024-11-11,Ojas Jaggi,East,Guwahati,Groceries,Rice,Rice Voluptatibus,2,63511,0,127022.0,30831.18,Net Banking,11,2024,0
11609,2023-12-07,Kismat Jaggi,North,Lucknow,Furniture,Cabinet,Cabinet Explicabo,1,76977,0,76977.0,9755.28,Debit Card,12,2023,0
11610,2024-09-15,Pihu Shan,North,Delhi,Books,Comics,Comics Dolorem,2,6351,0,12702.0,924.79,Net Banking,9,2024,0
11611,2024-09-10,Saira Salvi,East,Ranchi,Sports,Cricket Bat,Cricket Bat Necessitatibus,1,44695,15,37990.75,3808.67,Debit Card,9,2024,0
11612,2025-08-27,Jivika Lalla,West,Goa,Groceries,Spices,Spices Omnis,5,57377,15,243852.25,39829.88,COD,8,2025,1
11613,2025-03-14,Kavya Rao,West,Mumbai,Sports,Cricket Bat,Cricket Bat Ex,5,7268,15,30889.0,4148.52,Credit Card,3,2025,1
11614,2024-06-23,Parinaaz Sule,East,Guwahati,Sports,Dumbbells,Dumbbells Perferendis,3,20458,5,58305.3,11037.95,Net Banking,6,2024,0
11615,2025-09-12,Farhan Yadav,North,Lucknow,Groceries,Wheat,Wheat Repellat,3,42172,5,120190.2,19480.82,COD,9,2025,0
11616,2025-08-07,Hazel Varty,East,Patna,Home Decor,Wall Art,Wall Art Fuga,3,20044,15,51112.2,10325.64,COD,8,2025,0
11617,2025-01-30,Ishita Divan,South,Hyderabad,Clothing,Shoes,Shoes Ullam,1,54250,0,54250.0,4678.75,UPI,1,2025,0
11618,2024-05-21,Krish Randhawa,East,Ranchi,Sports,Dumbbells,Dumbbells Vero,2,35691,0,71382.0,4565.24,UPI,5,2024,0
11619,2025-08-05,Hrishita Vora,East,Ranchi,Home Decor,Clock,Clock Atque,1,49454,0,49454.0,11369.32,Debit Card,8,2025,0
11620,2025-07-28,Raunak Tara,North,Chandigarh,Sports,Football,Football Ea,2,77408,10,139334.4,16926.08,Net Banking,7,2025,0
11621,2025-02-26,Keya Bhalla,West,Mumbai,Home Decor,Vase,Vase Occaecati,2,24823,10,44681.4,7182.14,UPI,2,2025,0
11622,2025-09-02,Kashvi Bera,East,Ranchi,Electronics,Mobile,Mobile Modi,3,47062,0,141186.0,8557.97,Credit Card,9,2025,0
11623,2024-08-07,Yasmin Borde,North,Lucknow,Clothing,Men's Wear,Men's Wear Quidem,3,63805,15,162702.75,29052.25,Credit Card,8,2024,0
11624,2024-05-26,Riya Manda,South,Bangalore,Books,Fiction,Fiction Doloremque,4,78933,0,315732.0,42110.49,COD,5,2024,1
11625,2025-03-27,Indrans Lalla,North,Amritsar,Clothing,Men's Wear,Men's Wear Eaque,1,61502,0,61502.0,8436.36,Net Banking,3,2025,0
11626,2024-01-09,Dharmajan Bhandari,West,Ahmedabad,Sports,Cricket Bat,Cricket Bat Earum,2,66194,5,125768.6,19628.07,Credit Card,1,2024,0
11627,2024-09-07,Rasha Dhingra,East,Bhubaneswar,Home Decor,Vase,Vase Tempore,5,42552,20,170208.0,27050.84,Net Banking,9,2024,1
11628,2024-08-27,Kabir Chauhan,West,Goa,Sports,Yoga Mat,Yoga Mat Esse,4,44013,20,140841.6,21148.03,Net Banking,8,2024,1
11629,2025-09-25,Neelofar Batta,West,Ahmedabad,Furniture,Bed,Bed Rem,2,60635,10,109143.0,13551.01,Credit Card,9,2025,0
11630,2024-03-30,Hiran Rama,North,Jaipur,Beauty,Foundation,Foundation Assumenda,1,66646,15,56649.1,10433.92,COD,3,2024,0
11631,2025-01-17,Shaan Varty,North,Delhi,Electronics,Smartwatch,Smartwatch Veniam,2,72481,0,144962.0,30909.0,Credit Card,1,2025,0
11632,2023-10-22,Alia Shenoy,South,Chennai,Electronics,Smartwatch,Smartwatch Aliquid,3,56472,0,169416.0,24115.18,Debit Card,10,2023,0
11633,2025-06-01,Elakshi Lanka,East,Bhubaneswar,Kitchen,Microwave,Microwave At,3,57285,10,154669.5,30424.95,UPI,6,2025,0
11634,2025-07-22,Jayesh Batra,North,Lucknow,Kitchen,Mixer Grinder,Mixer Grinder Alias,1,32892,20,26313.6,6364.28,Credit Card,7,2025,0
11635,2024-09-01,Prisha Chaudhary,East,Patna,Beauty,Shampoo,Shampoo Eveniet,3,3650,5,10402.5,2259.5,COD,9,2024,0
11636,2025-01-20,Drishya Ahluwalia,North,Chandigarh,Clothing,Accessories,Accessories Error,2,50608,5,96155.2,18347.64,UPI,1,2025,0
11637,2024-03-16,Advik Jha,West,Ahmedabad,Sports,Football,Football Esse,5,28103,10,126463.5,10750.92,Credit Card,3,2024,1
11638,2023-10-14,Renee Ramesh,East,Patna,Electronics,Smartwatch,Smartwatch Quia,5,61575,10,277087.5,65900.41,COD,10,2023,1
11639,2025-07-21,Zara Sehgal,North,Lucknow,Kitchen,Cookware Set,Cookware Set Necessitatibus,1,60303,20,48242.4,4371.72,Net Banking,7,2025,0
11640,2024-08-31,Jayant Karnik,North,Lucknow,Toys,Action Figure,Action Figure Aliquam,5,42684,20,170736.0,35802.53,UPI,8,2024,1
11641,2024-06-06,Gokul Dixit,North,Delhi,Furniture,Chair,Chair Iusto,2,9148,20,14636.8,3549.47,Debit Card,6,2024,0
11642,2024-12-15,Romil Sankar,North,Lucknow,Furniture,Bed,Bed Numquam,4,62391,15,212129.4,39302.36,Net Banking,12,2024,1
11643,2024-02-25,Saksham Balan,South,Chennai,Electronics,Smartwatch,Smartwatch Cumque,2,37011,5,70320.9,10952.68,Credit Card,2,2024,0
11644,2023-10-06,Anahita Sathe,North,Jaipur,Home Decor,Cushion,Cushion Ratione,1,24438,10,21994.2,5463.56,Net Banking,10,2023,0
11645,2025-06-28,Armaan Bawa,East,Ranchi,Furniture,Chair,Chair Iure,1,72063,5,68459.85,5222.84,Net Banking,6,2025,0
11646,2025-08-23,Anvi Bawa,North,Lucknow,Groceries,Spices,Spices Expedita,1,55914,0,55914.0,3180.85,Net Banking,8,2025,0
11647,2023-11-02,Shalv Gole,East,Kolkata,Electronics,Headphones,Headphones Corporis,3,79420,20,190608.0,41600.7,Credit Card,11,2023,0
11648,2023-10-19,Vaibhav Banik,East,Kolkata,Beauty,Foundation,Foundation Assumenda,4,42925,0,171700.0,28766.76,Debit Card,10,2023,1
11649,2025-03-15,Shalv Rattan,West,Mumbai,Furniture,Sofa,Sofa Quisquam,4,48402,0,193608.0,22576.47,COD,3,2025,1
11650,2023-12-27,Vivaan Biswas,North,Delhi,Furniture,Chair,Chair Aut,2,33002,20,52803.2,12398.2,UPI,12,2023,0
11651,2024-10-23,Myra Chaudhuri,West,Surat,Kitchen,Cookware Set,Cookware Set Beatae,3,5548,0,16644.0,2668.12,Net Banking,10,2024,0
11652,2024-04-11,Kaira Goswami,East,Bhubaneswar,Beauty,Face Cream,Face Cream Tempora,5,75565,15,321151.25,40472.69,Credit Card,4,2024,1
11653,2024-01-26,Nayantara Sunder,West,Surat,Books,Comics,Comics Impedit,1,39595,0,39595.0,2517.44,COD,1,2024,0
11654,2025-01-21,Zara Dugar,South,Chennai,Toys,Doll,Doll Odio,2,2060,0,4120.0,225.9,Net Banking,1,2025,0
11655,2025-01-12,Kiara Rout,South,Thiruvananthapuram,Beauty,Perfume,Perfume Eius,3,68438,0,205314.0,33447.95,Net Banking,1,2025,0
11656,2025-02-12,Yuvraj  Majumdar,South,Chennai,Groceries,Oil,Oil Ex,3,19152,10,51710.4,6633.79,Debit Card,2,2025,0
11657,2023-12-25,Yuvraj  Kanda,East,Kolkata,Home Decor,Vase,Vase Reiciendis,2,57033,5,108362.7,11472.15,Debit Card,12,2023,0
11658,2025-05-18,Samarth Basu,East,Patna,Electronics,Mobile,Mobile Blanditiis,2,2115,5,4018.5,593.97,UPI,5,2025,0
11659,2025-05-24,Jayant Kothari,North,Lucknow,Books,Fiction,Fiction Voluptates,5,74783,0,373915.0,43357.72,Net Banking,5,2025,1
11660,2023-12-17,Rhea Sarma,West,Pune,Toys,Action Figure,Action Figure Dolorem,3,19701,10,53192.7,3178.33,Credit Card,12,2023,0
11661,2024-03-14,Faiyaz Garde,East,Patna,Groceries,Oil,Oil Corporis,5,2411,20,9644.0,693.05,Net Banking,3,2024,1
11662,2024-06-10,Shanaya Ranganathan,West,Surat,Books,Fiction,Fiction Praesentium,5,11866,20,47464.0,9468.61,Net Banking,6,2024,1
11663,2025-01-14,Alisha Grewal,South,Chennai,Furniture,Chair,Chair Quaerat,5,33773,20,135092.0,32752.29,Credit Card,1,2025,1
11664,2024-12-19,Riya Sankaran,East,Kolkata,Toys,RC Car,RC Car Optio,4,72509,10,261032.4,59195.25,COD,12,2024,1
11665,2025-02-08,Advik Kakar,South,Chennai,Groceries,Spices,Spices Exercitationem,2,53752,0,107504.0,25624.1,Debit Card,2,2025,0
11666,2023-12-06,Zara Bhat,South,Chennai,Clothing,Women's Wear,Women's Wear Officiis,1,63433,0,63433.0,15133.43,Net Banking,12,2023,0
11667,2024-07-07,Anvi Kalita,North,Jaipur,Toys,RC Car,RC Car Eius,5,59997,20,239988.0,46159.38,Credit Card,7,2024,1
11668,2024-02-02,Baiju Sandhu,West,Ahmedabad,Furniture,Bed,Bed Illum,1,60156,10,54140.4,11831.41,COD,2,2024,0
11669,2025-04-18,Yuvaan Thaman,North,Amritsar,Electronics,Headphones,Headphones Officia,4,69718,10,250984.8,36369.51,COD,4,2025,1
11670,2024-07-15,Rasha Buch,North,Jaipur,Electronics,Mobile,Mobile Nesciunt,2,49573,20,79316.8,18206.41,UPI,7,2024,0
11671,2024-01-12,Prisha Kala,East,Guwahati,Sports,Football,Football Quia,3,18632,10,50306.4,5123.95,Net Banking,1,2024,0
11672,2025-07-18,Anvi Biswas,West,Surat,Sports,Dumbbells,Dumbbells Repellendus,4,79376,10,285753.6,63249.01,COD,7,2025,1
11673,2023-11-02,Elakshi Comar,East,Bhubaneswar,Kitchen,Juicer,Juicer Odio,1,46364,5,44045.8,8913.87,Debit Card,11,2023,0
11674,2024-03-04,Vedika Khalsa,North,Jaipur,Electronics,Laptop,Laptop Perspiciatis,3,39158,20,93979.2,17449.47,Debit Card,3,2024,0
11675,2023-10-19,Anika Talwar,East,Bhubaneswar,Furniture,Cabinet,Cabinet Ratione,2,27775,20,44440.0,2544.88,UPI,10,2023,0
11676,2024-02-29,Prerak Magar,West,Pune,Toys,Board Game,Board Game Culpa,5,11231,0,56155.0,4902.83,Credit Card,2,2024,1
11677,2024-10-27,Aaryahi Madan,West,Goa,Kitchen,Cookware Set,Cookware Set Omnis,1,70622,10,63559.8,4851.06,COD,10,2024,0
11678,2025-05-09,Ranbir Khatri,North,Lucknow,Home Decor,Clock,Clock Quisquam,2,7565,20,12104.0,2075.98,COD,5,2025,0
11679,2024-11-07,Biju Uppal,South,Coimbatore,Books,Fiction,Fiction Velit,1,65926,20,52740.8,4635.38,UPI,11,2024,0
11680,2024-05-11,Priyansh Srinivas,West,Mumbai,Sports,Tennis Racket,Tennis Racket Asperiores,3,49393,5,140770.05,32407.19,Credit Card,5,2024,0
11681,2024-12-02,Shanaya Sidhu,East,Bhubaneswar,Books,Comics,Comics Unde,3,48500,15,123675.0,20159.26,Net Banking,12,2024,0
11682,2024-03-01,Miraya Bhalla,South,Bangalore,Clothing,Accessories,Accessories Repellendus,4,69110,20,221152.0,54248.84,COD,3,2024,1
11683,2025-01-07,Nitya Basak,East,Bhubaneswar,Books,Biography,Biography Ipsa,1,69737,5,66250.15,10451.39,Debit Card,1,2025,0
11684,2023-11-18,Anahita Datta,North,Lucknow,Clothing,Kids Wear,Kids Wear Eos,2,60494,15,102839.8,18089.76,COD,11,2023,0
11685,2023-12-28,Aaryahi Ben,North,Lucknow,Home Decor,Vase,Vase Ut,4,58841,5,223595.8,28225.93,Net Banking,12,2023,1
11686,2024-04-03,Prerak Arora,East,Bhubaneswar,Furniture,Sofa,Sofa Repellendus,3,55235,10,149134.5,19303.92,Debit Card,4,2024,0
11687,2024-09-27,Vivaan Bobal,North,Lucknow,Books,Non-Fiction,Non-Fiction Reiciendis,4,73314,20,234604.8,29815.19,COD,9,2024,1
11688,2024-04-09,Zeeshan Bail,East,Kolkata,Home Decor,Vase,Vase Officiis,2,30171,5,57324.9,11541.33,COD,4,2024,0
11689,2025-05-24,Aaina Bir,South,Chennai,Furniture,Sofa,Sofa Praesentium,5,57761,20,231044.0,57568.32,Debit Card,5,2025,1
11690,2025-05-09,Hiran Goda,South,Hyderabad,Groceries,Sugar,Sugar Cupiditate,3,5256,20,12614.4,1472.03,Credit Card,5,2025,0
11691,2025-01-21,Alisha Devi,North,Lucknow,Beauty,Foundation,Foundation Odit,4,25253,0,101012.0,6703.33,Credit Card,1,2025,1
11692,2025-01-21,Damini Sengupta,East,Patna,Clothing,Women's Wear,Women's Wear Incidunt,5,42333,10,190498.5,33377.71,Net Banking,1,2025,1
11693,2024-03-30,Purab Dixit,North,Chandigarh,Home Decor,Clock,Clock Maiores,3,57740,10,155898.0,11346.78,COD,3,2024,0
11694,2025-01-30,Manikya Mahal,East,Ranchi,Clothing,Men's Wear,Men's Wear Architecto,3,78167,20,187600.8,28058.26,UPI,1,2025,0
11695,2025-07-20,Lakshay Arya,West,Goa,Electronics,Camera,Camera Optio,5,71884,10,323478.0,42505.17,Net Banking,7,2025,1
11696,2024-11-22,Ishaan Singhal,East,Kolkata,Electronics,Laptop,Laptop Recusandae,3,11886,0,35658.0,5755.32,UPI,11,2024,0
